1|946200.088515022|1686274.78583693
2|987902.99452033|1817667.81783521
3|967985.851166883|1868061.2580259
4|1167805.82769447|1783038.64221084
5|985422.589705848|1817844.64265699
6|960322.996476552|1990050.74391147
7|1147498.09928051|1939319.64414523
8|1147511.10587734|1939282.81761045
9|1063157.9179603|1904945.79546895
10|1154889.03822721|1762084.11903155
11|943018.67208245|1678703.85148195
12|960626.986631757|1898384.86236312
13|1132387.74910729|1909127.74289894
14|967309.933840771|1868845.36893421
15|968203.060920291|1870044.57303227
16|1082814.59714262|1790026.12933365
17|985946.652087053|1920194.00045489
18|941895.04252|1947898.04242929
19|1085222.48197324|1745093.77365778
20|931928.545541471|1943739.76064564
21|1164078.65653307|1729462.86804595
22|967466.653941674|1938011.01023467
23|968548.962001544|1937994.3647523
24|1088385.8266965|1711174.71698534
25|994102.629958224|1847513.08688377
27|965716.27990867|1970005.1408425
28|937805.35341628|1924156.72929165
29|943144.330896628|1923418.03862781
30|1095738.90489956|2023754.45421586
31|968323.683380722|1868446.65648465
32|1014986.10461634|1640341.83463127
33|1072749.54158357|1795522.81613765
34|931108.659743877|1943936.99270665
35|1159580.1207985|1729565.49095189
36|1160813.98381616|1729900.60997316
37|939597.40417385|1920822.66320625
38|922860.176612909|1876834.94987858
39|949053.079824546|1955939.16929154
40|1104071.41538859|1766382.04730065
41|931539.954679812|1943767.23076012
42|926916.161575294|1944232.88060029
43|993723.152540002|1814400.8903066
44|1017250.08816486|1660906.30751432
45|1075909.51214388|1792376.15806246
46|954584.632348583|1980883.82029015
47|906451.03902622|1500044.18656778
48|932341.66827365|1949132.1229886
49|1164033.75823627|1730275.86459479
50|967708.009147625|1938056.65015972
51|960391.622023249|1907110.05405891
52|994635.403908631|1919973.7759884
53|902237.327235902|1645766.74157839
54|996343.160959896|1702399.44197071
55|1075764.99013324|1792371.87835268
56|1075756.08378159|1792434.76798168
57|1062530.953435|1844081.58286003
58|998515.331443999|1850880.6038079
59|990181.297225855|1813155.97339372
60|1165913.37540745|1728371.11487787
61|968546.891222382|1937971.39555634
62|942527.506320102|1884867.13589189
63|1028343.91964659|1886427.38230787
64|994644.799572797|1873404.79282403
65|945114.172502557|1874864.32456283
66|916898.93991898|1619565.68505567
67|1102819.10532933|1655234.49623526
68|958939.123421644|1955706.9727382
69|1146776.0238884|1687206.97222406
70|963176.884206082|1888349.50361835
71|939080.404200024|1930180.67080244
72|993140.751796342|1897435.67876103
73|1093552.07385704|1960463.14909704
74|1037093.97716069|1886133.27495704
75|967825.603223948|1868305.52635566
76|1173205.43056699|1854559.64478452
77|1125773.44924041|1693314.50524442
78|940407.865706815|1691191.22449074
79|1171356.89966577|1728300.36852776
80|939022.493828346|1926181.31084078
81|1028087.93993719|1923230.08368881
82|904900.118080497|1639963.25004392
83|1075785.24076147|1792430.27923221
85|1092398.85972749|1758185.97239429
86|1147560.40550634|1939150.58449481
87|967974.932355027|1868247.06288676
88|921789.137958242|1834108.81257998
89|990516.030189127|1713459.27527929
90|979997.365277643|1935365.59334261
91|997092.139769725|1847494.75171461
92|909107.030363493|1501283.85399379
93|968242.364389363|1938256.37613944
94|1093590.95860277|1960591.27433736
95|994862.731260931|1873881.322502
96|1000039.30697602|1891452.09066375
97|897187.622368873|1646248.3080831
98|1098446.14908736|1763351.94000478
99|948383.153724797|1684594.88191213
100|940904.169133047|1684451.04006813
101|934210.999788987|1683791.35267757
102|971869.998528715|1968479.63084854
1|946200.088515022|1686274.78583693
2|987902.99452033|1817667.81783521
3|967985.851166883|1868061.2580259
4|1167805.82769447|1783038.64221084
5|985422.589705848|1817844.64265699
6|960322.996476552|1990050.74391147
7|1147498.09928051|1939319.64414523
8|1147511.10587734|1939282.81761045
9|1063157.9179603|1904945.79546895
10|1154889.03822721|1762084.11903155
11|943018.67208245|1678703.85148195
12|960626.986631757|1898384.86236312
